Employee ID,Leave Date,Leave Type,Sandwich Pattern,Connected Dates
744704,2024-01-26,sandwich leave,Friday extending weekend,"['2024-01-26', '2024-01-27']"
64568,2024-05-23,non sandwich leave,0,['2024-05-23']
865466,2024-02-23,sandwich leave,Friday extending weekend,"['2024-02-23', '2024-02-24']"
824130,2024-10-10,non sandwich leave,0,['2024-10-10']
191728,2024-12-24,non sandwich leave,0,['2024-12-24']
73092,2024-08-24,non sandwich leave,0,['2024-08-24']
273797,2024-01-22,sandwich leave,Monday extending weekend,"['2024-01-21', '2024-01-22']"
974360,2024-04-24,non sandwich leave,0,['2024-04-24']
191426,2024-07-29,sandwich leave,Monday extending weekend,"['2024-07-28', '2024-07-29']"
426916,2024-10-07,sandwich leave,Monday extending weekend,"['2024-10-06', '2024-10-07']"
426916,2024-11-30,non sandwich leave,0,['2024-11-30']
153769,2024-09-16,sandwich leave,Monday extending weekend,"['2024-09-15', '2024-09-16']"
147809,2024-11-15,sandwich leave,Friday extending weekend,"['2024-11-15', '2024-11-16']"
273960,2024-07-24,non sandwich leave,0,['2024-07-24']
179563,2024-10-12,non sandwich leave,0,['2024-10-12']
89811,2024-12-21,non sandwich leave,0,['2024-12-21']
801173,2024-12-23,sandwich leave,Monday extending weekend,"['2024-12-22', '2024-12-23']"
228092,2024-04-19,sandwich leave,Friday extending weekend,"['2024-04-19', '2024-04-20']"
953070,2024-07-16,non sandwich leave,0,['2024-07-16']
835723,2024-07-01,sandwich leave,Monday extending weekend,"['2024-06-30', '2024-07-01']"
664967,2024-01-31,non sandwich leave,0,['2024-01-31']
188784,2024-07-19,sandwich leave,Friday extending weekend,"['2024-07-19', '2024-07-20']"
420267,2024-06-09,non sandwich leave,0,['2024-06-09']
65602,2024-05-02,non sandwich leave,0,['2024-05-02']
603898,2024-05-28,sandwich leave,Tuesday after Monday holiday,"['2024-05-27', '2024-05-28']"
147885,2024-12-09,sandwich leave,Monday extending weekend,"['2024-12-08', '2024-12-09']"
567236,2024-09-28,non sandwich leave,0,['2024-09-28']
711179,2024-03-08,sandwich leave,Friday extending weekend,"['2024-03-08', '2024-03-09']"
935570,2024-07-02,non sandwich leave,0,['2024-07-02']
468348,2024-03-04,sandwich leave,Monday extending weekend,"['2024-03-03', '2024-03-04']"
656404,2024-12-31,non sandwich leave,0,['2024-12-31']
762996,2024-05-24,sandwich leave,Friday extending weekend,"['2024-05-24', '2024-05-25']"
72459,2024-09-04,non sandwich leave,0,['2024-09-04']
689382,2024-04-02,non sandwich leave,0,['2024-04-02']
434427,2024-04-22,sandwich leave,Monday extending weekend,"['2024-04-21', '2024-04-22']"
359140,2024-06-30,non sandwich leave,0,['2024-06-30']
618124,2024-01-15,sandwich leave,Monday extending weekend,"['2024-01-14', '2024-01-15']"
734285,2024-07-03,non sandwich leave,0,['2024-07-03']
472352,2024-12-19,non sandwich leave,0,['2024-12-19']
180072,2024-09-27,sandwich leave,Friday extending weekend,"['2024-09-27', '2024-09-28']"
345983,2024-04-18,non sandwich leave,0,['2024-04-18']
845730,2024-06-07,sandwich leave,Friday extending weekend,"['2024-06-07', '2024-06-08']"
738695,2024-02-01,non sandwich leave,0,['2024-02-01']
541048,2024-07-26,sandwich leave,Friday extending weekend,"['2024-07-26', '2024-07-27']"
592101,2024-10-12,non sandwich leave,0,['2024-10-12']
100311,2024-02-18,non sandwich leave,0,['2024-02-18']
261033,2024-04-05,sandwich leave,Friday extending weekend,"['2024-04-05', '2024-04-06']"
689228,2024-09-01,non sandwich leave,0,['2024-09-01']
108450,2024-08-16,sandwich leave,Friday extending weekend,"['2024-08-16', '2024-08-17']"
268905,2024-05-02,non sandwich leave,0,['2024-05-02']
865756,2024-08-17,non sandwich leave,0,['2024-08-17']
922698,2024-03-23,non sandwich leave,0,['2024-03-23']
465619,2024-03-07,non sandwich leave,0,['2024-03-07']
21376,2024-04-25,non sandwich leave,0,['2024-04-25']
980323,2024-05-12,non sandwich leave,0,['2024-05-12']
986626,2024-07-12,sandwich leave,Friday extending weekend,"['2024-07-12', '2024-07-13']"
417675,2024-11-30,non sandwich leave,0,['2024-11-30']
893497,2024-08-17,non sandwich leave,0,['2024-08-17']
551475,2024-05-21,non sandwich leave,0,['2024-05-21']
691483,2024-04-01,sandwich leave,Monday extending weekend,"['2024-03-31', '2024-04-01']"
892943,2024-07-25,non sandwich leave,0,['2024-07-25']
558148,2024-02-28,non sandwich leave,0,['2024-02-28']
271198,2024-11-24,non sandwich leave,0,['2024-11-24']
612135,2024-08-11,non sandwich leave,0,['2024-08-11']
178580,2024-09-19,non sandwich leave,0,['2024-09-19']
427472,2024-02-26,sandwich leave,Monday extending weekend,"['2024-02-25', '2024-02-26']"
501348,2024-05-23,non sandwich leave,0,['2024-05-23']
906081,2024-04-08,sandwich leave,Monday extending weekend,"['2024-04-07', '2024-04-08']"
709259,2024-11-16,non sandwich leave,0,['2024-11-16']
797943,2024-07-21,non sandwich leave,0,['2024-07-21']
929772,2024-05-09,non sandwich leave,0,['2024-05-09']
235853,2024-10-17,non sandwich leave,0,['2024-10-17']
743271,2024-09-08,non sandwich leave,0,['2024-09-08']
947701,2024-10-11,sandwich leave,Friday extending weekend,"['2024-10-11', '2024-10-12']"
958425,2024-12-30,sandwich leave,Monday extending weekend,"['2024-12-29', '2024-12-30']"
202638,2024-02-24,non sandwich leave,0,['2024-02-24']
817701,2024-11-19,non sandwich leave,0,['2024-11-19']
110377,2024-03-28,non sandwich leave,0,['2024-03-28']
987305,2024-01-06,non sandwich leave,0,['2024-01-06']
74574,2024-02-03,non sandwich leave,0,['2024-02-03']
496071,2024-09-07,non sandwich leave,0,['2024-09-07']
630531,2024-09-03,sandwich leave,Tuesday after Monday holiday,"['2024-09-02', '2024-09-03']"
403327,2024-04-17,non sandwich leave,0,['2024-04-17']
312210,2024-05-28,sandwich leave,Tuesday after Monday holiday,"['2024-05-27', '2024-05-28']"
781590,2024-07-29,sandwich leave,Monday extending weekend,"['2024-07-28', '2024-07-29']"
130049,2024-06-21,sandwich leave,Friday extending weekend,"['2024-06-21', '2024-06-22']"
785716,2024-10-12,non sandwich leave,0,['2024-10-12']
993158,2024-05-18,non sandwich leave,0,['2024-05-18']
862066,2024-12-06,sandwich leave,Friday extending weekend,"['2024-12-06', '2024-12-07']"
776586,2024-03-27,non sandwich leave,0,['2024-03-27']
886872,2024-02-26,sandwich leave,Monday extending weekend,"['2024-02-25', '2024-02-26']"
396817,2024-09-26,non sandwich leave,0,['2024-09-26']
427636,2024-12-12,non sandwich leave,0,['2024-12-12']
263262,2024-02-08,non sandwich leave,0,['2024-02-08']
427030,2024-04-16,non sandwich leave,0,['2024-04-16']
706503,2024-05-15,non sandwich leave,0,['2024-05-15']
244583,2024-07-11,non sandwich leave,0,['2024-07-11']
213581,2024-11-09,non sandwich leave,0,['2024-11-09']
716509,2024-07-14,non sandwich leave,0,['2024-07-14']
159777,2024-04-17,non sandwich leave,0,['2024-04-17']
504600,2024-04-10,non sandwich leave,0,['2024-04-10']
387393,2024-07-28,non sandwich leave,0,['2024-07-28']
487128,2024-07-02,non sandwich leave,0,['2024-07-02']
306236,2024-06-06,non sandwich leave,0,['2024-06-06']
730857,2024-03-20,non sandwich leave,0,['2024-03-20']
665239,2024-04-20,non sandwich leave,0,['2024-04-20']
671437,2024-12-30,sandwich leave,Monday extending weekend,"['2024-12-29', '2024-12-30']"
236137,2024-05-21,non sandwich leave,0,['2024-05-21']
939904,2024-03-22,sandwich leave,Friday extending weekend,"['2024-03-22', '2024-03-23']"
860262,2024-06-25,non sandwich leave,0,['2024-06-25']
200863,2024-10-10,non sandwich leave,0,['2024-10-10']
271117,2024-05-02,non sandwich leave,0,['2024-05-02']
103541,2024-07-11,non sandwich leave,0,['2024-07-11']
802223,2024-05-08,non sandwich leave,0,['2024-05-08']
903736,2024-10-07,sandwich leave,Monday extending weekend,"['2024-10-06', '2024-10-07']"
412696,2024-07-22,sandwich leave,Monday extending weekend,"['2024-07-21', '2024-07-22']"
789996,2024-06-02,non sandwich leave,0,['2024-06-02']
123885,2024-04-30,non sandwich leave,0,['2024-04-30']
476481,2024-01-25,non sandwich leave,0,['2024-01-25']
629863,2024-10-27,non sandwich leave,0,['2024-10-27']
242278,2024-04-16,non sandwich leave,0,['2024-04-16']
431357,2024-02-14,non sandwich leave,0,['2024-02-14']
92460,2024-09-16,sandwich leave,Monday extending weekend,"['2024-09-15', '2024-09-16']"
336463,2024-05-12,non sandwich leave,0,['2024-05-12']
996348,2024-07-12,sandwich leave,Friday extending weekend,"['2024-07-12', '2024-07-13']"
134599,2024-10-21,sandwich leave,Monday extending weekend,"['2024-10-20', '2024-10-21']"
192240,2024-09-08,non sandwich leave,0,['2024-09-08']
253523,2024-03-13,non sandwich leave,0,['2024-03-13']
713712,2024-11-21,non sandwich leave,0,['2024-11-21']
162287,2024-09-15,non sandwich leave,0,['2024-09-15']
715056,2024-05-16,non sandwich leave,0,['2024-05-16']
661721,2024-12-07,non sandwich leave,0,['2024-12-07']
785701,2024-11-21,non sandwich leave,0,['2024-11-21']
483364,2024-12-09,sandwich leave,Monday extending weekend,"['2024-12-08', '2024-12-09']"
364786,2024-10-14,sandwich leave,Monday extending weekend,"['2024-10-13', '2024-10-14']"
406827,2024-05-26,non sandwich leave,0,['2024-05-26']
622174,2024-04-21,non sandwich leave,0,['2024-04-21']
910097,2024-08-18,non sandwich leave,0,['2024-08-18']
459484,2024-06-05,non sandwich leave,0,['2024-06-05']
88654,2024-05-31,sandwich leave,Friday extending weekend,"['2024-05-31', '2024-06-01']"
198266,2024-08-03,non sandwich leave,0,['2024-08-03']
735839,2024-12-11,non sandwich leave,0,['2024-12-11']
542111,2024-12-21,non sandwich leave,0,['2024-12-21']
584509,2024-06-02,non sandwich leave,0,['2024-06-02']
179438,2024-03-05,non sandwich leave,0,['2024-03-05']
189624,2024-09-16,sandwich leave,Monday extending weekend,"['2024-09-15', '2024-09-16']"
595552,2024-06-08,non sandwich leave,0,['2024-06-08']
971454,2024-06-23,non sandwich leave,0,['2024-06-23']
724652,2024-01-02,sandwich leave,Tuesday after Monday holiday,"['2024-01-01', '2024-01-02']"
854932,2024-09-23,sandwich leave,Monday extending weekend,"['2024-09-22', '2024-09-23']"
824613,2024-04-08,sandwich leave,Monday extending weekend,"['2024-04-07', '2024-04-08']"
626285,2024-06-08,non sandwich leave,0,['2024-06-08']
413713,2024-04-21,non sandwich leave,0,['2024-04-21']
38729,2024-05-07,non sandwich leave,0,['2024-05-07']
378173,2024-11-30,non sandwich leave,0,['2024-11-30']
693919,2024-04-01,sandwich leave,Monday extending weekend,"['2024-03-31', '2024-04-01']"
497685,2024-12-02,sandwich leave,Monday extending weekend,"['2024-12-01', '2024-12-02']"
677228,2024-12-29,non sandwich leave,0,['2024-12-29']
434388,2024-04-15,sandwich leave,Monday extending weekend,"['2024-04-14', '2024-04-15']"
322611,2024-12-29,non sandwich leave,0,['2024-12-29']
471215,2024-05-09,non sandwich leave,0,['2024-05-09']
275534,2024-02-13,non sandwich leave,0,['2024-02-13']
46272,2024-09-10,non sandwich leave,0,['2024-09-10']
304030,2024-08-30,sandwich leave,Friday extending weekend,"['2024-08-30', '2024-08-31']"
925696,2024-06-13,non sandwich leave,0,['2024-06-13']
614759,2024-05-01,non sandwich leave,0,['2024-05-01']
199462,2024-06-01,non sandwich leave,0,['2024-06-01']
552420,2024-09-22,non sandwich leave,0,['2024-09-22']
920442,2024-11-09,non sandwich leave,0,['2024-11-09']
662011,2024-10-15,sandwich leave,Tuesday after Monday holiday,"['2024-10-14', '2024-10-15']"
440794,2024-04-22,sandwich leave,Monday extending weekend,"['2024-04-21', '2024-04-22']"
658776,2024-11-10,non sandwich leave,0,['2024-11-10']
68552,2024-06-16,non sandwich leave,0,['2024-06-16']
387014,2024-09-11,non sandwich leave,0,['2024-09-11']
215227,2024-06-04,non sandwich leave,0,['2024-06-04']
284488,2024-10-30,non sandwich leave,0,['2024-10-30']
401364,2024-12-03,non sandwich leave,0,['2024-12-03']
797353,2024-11-07,non sandwich leave,0,['2024-11-07']
975774,2024-07-24,non sandwich leave,0,['2024-07-24']
386269,2024-10-21,sandwich leave,Monday extending weekend,"['2024-10-20', '2024-10-21']"
652707,2024-05-02,non sandwich leave,0,['2024-05-02']
46312,2024-05-05,non sandwich leave,0,['2024-05-05']
774922,2024-12-14,non sandwich leave,0,['2024-12-14']
407587,2024-03-22,sandwich leave,Friday extending weekend,"['2024-03-22', '2024-03-23']"
463815,2024-03-09,non sandwich leave,0,['2024-03-09']
551831,2024-03-10,non sandwich leave,0,['2024-03-10']
118215,2024-10-02,non sandwich leave,0,['2024-10-02']
212553,2024-08-03,non sandwich leave,0,['2024-08-03']
852109,2024-09-01,non sandwich leave,0,['2024-09-01']
732216,2024-02-18,non sandwich leave,0,['2024-02-18']
752409,2024-01-01,sandwich leave,Monday extending weekend,"['2023-12-31', '2024-01-01']"
794655,2024-08-26,sandwich leave,Monday extending weekend,"['2024-08-25', '2024-08-26']"
915354,2024-04-30,non sandwich leave,0,['2024-04-30']
619706,2024-09-22,non sandwich leave,0,['2024-09-22']
944393,2024-01-08,sandwich leave,Monday extending weekend,"['2024-01-07', '2024-01-08']"
35663,2024-07-17,non sandwich leave,0,['2024-07-17']
625090,2024-10-06,non sandwich leave,0,['2024-10-06']
245583,2024-04-09,non sandwich leave,0,['2024-04-09']
876656,2024-02-04,non sandwich leave,0,['2024-02-04']
926353,2024-03-25,sandwich leave,Monday extending weekend,"['2024-03-24', '2024-03-25']"
370324,2024-09-28,non sandwich leave,0,['2024-09-28']
335908,2024-08-29,non sandwich leave,0,['2024-08-29']
738628,2024-07-24,non sandwich leave,0,['2024-07-24']
424572,2024-11-12,sandwich leave,Tuesday after Monday holiday,"['2024-11-11', '2024-11-12']"
879797,2024-11-03,non sandwich leave,0,['2024-11-03']
223219,2024-02-21,non sandwich leave,0,['2024-02-21']
798403,2024-07-23,non sandwich leave,0,['2024-07-23']
661032,2024-09-19,non sandwich leave,0,['2024-09-19']
481699,2024-01-07,non sandwich leave,0,['2024-01-07']
237362,2024-04-04,non sandwich leave,0,['2024-04-04']
581198,2024-05-21,non sandwich leave,0,['2024-05-21']
632773,2024-03-17,non sandwich leave,0,['2024-03-17']
800158,2024-01-09,non sandwich leave,0,['2024-01-09']
823191,2024-08-06,non sandwich leave,0,['2024-08-06']
341709,2024-07-26,sandwich leave,Friday extending weekend,"['2024-07-26', '2024-07-27']"
748696,2024-09-20,sandwich leave,Friday extending weekend,"['2024-09-20', '2024-09-21']"
718378,2024-03-26,non sandwich leave,0,['2024-03-26']
361800,2024-11-23,non sandwich leave,0,['2024-11-23']
120197,2024-11-23,non sandwich leave,0,['2024-11-23']
246904,2024-04-15,sandwich leave,Monday extending weekend,"['2024-04-14', '2024-04-15']"
351781,2024-06-06,non sandwich leave,0,['2024-06-06']
12215,2024-09-18,non sandwich leave,0,['2024-09-18']
630301,2024-03-26,non sandwich leave,0,['2024-03-26']
505376,2024-04-10,non sandwich leave,0,['2024-04-10']
992264,2024-03-24,non sandwich leave,0,['2024-03-24']
127963,2024-05-17,sandwich leave,Friday extending weekend,"['2024-05-17', '2024-05-18']"
929840,2024-08-30,sandwich leave,Friday extending weekend,"['2024-08-30', '2024-08-31']"
389081,2024-05-13,sandwich leave,Monday extending weekend,"['2024-05-12', '2024-05-13']"
254038,2024-09-15,non sandwich leave,0,['2024-09-15']
411627,2024-12-09,sandwich leave,Monday extending weekend,"['2024-12-08', '2024-12-09']"
710723,2024-04-23,non sandwich leave,0,['2024-04-23']
902984,2024-11-17,non sandwich leave,0,['2024-11-17']
172838,2024-11-12,sandwich leave,Tuesday after Monday holiday,"['2024-11-11', '2024-11-12']"
142238,2024-08-19,sandwich leave,Monday extending weekend,"['2024-08-18', '2024-08-19']"
628903,2024-02-04,non sandwich leave,0,['2024-02-04']
973048,2024-11-22,sandwich leave,Friday extending weekend,"['2024-11-22', '2024-11-23']"
594867,2024-08-11,non sandwich leave,0,['2024-08-11']
699218,2024-09-19,non sandwich leave,0,['2024-09-19']
421974,2024-04-04,non sandwich leave,0,['2024-04-04']
563778,2024-02-19,sandwich leave,Monday extending weekend,"['2024-02-18', '2024-02-19']"
434457,2024-04-07,non sandwich leave,0,['2024-04-07']
885123,2024-05-18,non sandwich leave,0,['2024-05-18']
311069,2024-01-28,non sandwich leave,0,['2024-01-28']
806369,2024-08-24,non sandwich leave,0,['2024-08-24']
937739,2024-04-25,non sandwich leave,0,['2024-04-25']
597692,2024-09-27,sandwich leave,Friday extending weekend,"['2024-09-27', '2024-09-28']"
171182,2024-04-22,sandwich leave,Monday extending weekend,"['2024-04-21', '2024-04-22']"
807859,2024-04-15,sandwich leave,Monday extending weekend,"['2024-04-14', '2024-04-15']"
835322,2024-07-01,sandwich leave,Monday extending weekend,"['2024-06-30', '2024-07-01']"
531361,2024-03-02,non sandwich leave,0,['2024-03-02']
249576,2024-03-14,non sandwich leave,0,['2024-03-14']
509241,2024-10-22,non sandwich leave,0,['2024-10-22']
790521,2024-03-22,sandwich leave,Friday extending weekend,"['2024-03-22', '2024-03-23']"
557667,2024-03-20,non sandwich leave,0,['2024-03-20']
30512,2024-06-18,non sandwich leave,0,['2024-06-18']
371158,2024-11-23,non sandwich leave,0,['2024-11-23']
116938,2024-05-05,non sandwich leave,0,['2024-05-05']
803299,2024-08-24,non sandwich leave,0,['2024-08-24']
877472,2024-05-15,non sandwich leave,0,['2024-05-15']
142572,2024-07-20,non sandwich leave,0,['2024-07-20']
729038,2024-04-29,sandwich leave,Monday extending weekend,"['2024-04-28', '2024-04-29']"
82748,2024-04-29,sandwich leave,Monday extending weekend,"['2024-04-28', '2024-04-29']"
202845,2024-03-09,non sandwich leave,0,['2024-03-09']
529400,2024-05-14,non sandwich leave,0,['2024-05-14']
615106,2024-02-28,non sandwich leave,0,['2024-02-28']
636666,2024-12-22,non sandwich leave,0,['2024-12-22']
601422,2024-01-27,non sandwich leave,0,['2024-01-27']
688494,2024-03-11,sandwich leave,Monday extending weekend,"['2024-03-10', '2024-03-11']"
911430,2024-05-28,sandwich leave,Tuesday after Monday holiday,"['2024-05-27', '2024-05-28']"
105605,2024-06-23,non sandwich leave,0,['2024-06-23']
482342,2024-06-02,non sandwich leave,0,['2024-06-02']
146044,2024-12-16,sandwich leave,Monday extending weekend,"['2024-12-15', '2024-12-16']"
342534,2024-02-05,sandwich leave,Monday extending weekend,"['2024-02-04', '2024-02-05']"
287356,2024-01-02,sandwich leave,Tuesday after Monday holiday,"['2024-01-01', '2024-01-02']"
517626,2024-12-03,non sandwich leave,0,['2024-12-03']
398115,2024-06-19,non sandwich leave,0,['2024-06-19']
349649,2024-01-19,sandwich leave,Friday extending weekend,"['2024-01-19', '2024-01-20']"
479931,2024-02-05,sandwich leave,Monday extending weekend,"['2024-02-04', '2024-02-05']"
661331,2024-04-01,sandwich leave,Monday extending weekend,"['2024-03-31', '2024-04-01']"
844405,2024-11-09,non sandwich leave,0,['2024-11-09']
786926,2024-05-25,non sandwich leave,0,['2024-05-25']
776183,2024-11-18,sandwich leave,Monday extending weekend,"['2024-11-17', '2024-11-18']"
197997,2024-05-12,non sandwich leave,0,['2024-05-12']
937667,2024-01-15,sandwich leave,Monday extending weekend,"['2024-01-14', '2024-01-15']"
27214,2024-04-17,non sandwich leave,0,['2024-04-17']
463500,2024-03-04,sandwich leave,Monday extending weekend,"['2024-03-03', '2024-03-04']"
838309,2024-06-22,non sandwich leave,0,['2024-06-22']
618758,2024-12-27,sandwich leave,Friday extending weekend,"['2024-12-27', '2024-12-28']"
634137,2024-10-24,non sandwich leave,0,['2024-10-24']
804056,2024-07-10,non sandwich leave,0,['2024-07-10']
719853,2024-04-09,non sandwich leave,0,['2024-04-09']
411733,2024-09-10,non sandwich leave,0,['2024-09-10']
411733,2024-11-12,sandwich leave,Tuesday after Monday holiday,"['2024-11-11', '2024-11-12']"
828550,2024-05-10,sandwich leave,Friday extending weekend,"['2024-05-10', '2024-05-11']"
597255,2024-09-12,non sandwich leave,0,['2024-09-12']
51516,2024-12-10,non sandwich leave,0,['2024-12-10']
846035,2024-05-19,non sandwich leave,0,['2024-05-19']
87907,2024-04-02,non sandwich leave,0,['2024-04-02']
554875,2024-05-05,non sandwich leave,0,['2024-05-05']
554875,2024-07-14,non sandwich leave,0,['2024-07-14']
12636,2024-05-04,non sandwich leave,0,['2024-05-04']
674184,2024-03-25,sandwich leave,Monday extending weekend,"['2024-03-24', '2024-03-25']"
755380,2024-06-26,non sandwich leave,0,['2024-06-26']
169102,2024-12-19,non sandwich leave,0,['2024-12-19']
179533,2024-03-07,non sandwich leave,0,['2024-03-07']
54048,2024-11-09,non sandwich leave,0,['2024-11-09']
399928,2024-11-26,non sandwich leave,0,['2024-11-26']
651570,2024-07-10,non sandwich leave,0,['2024-07-10']
246612,2024-06-29,non sandwich leave,0,['2024-06-29']
237758,2024-08-20,non sandwich leave,0,['2024-08-20']
498307,2024-10-20,non sandwich leave,0,['2024-10-20']
734311,2024-09-18,non sandwich leave,0,['2024-09-18']
141109,2024-10-08,non sandwich leave,0,['2024-10-08']
108558,2024-02-21,non sandwich leave,0,['2024-02-21']
939184,2024-03-10,non sandwich leave,0,['2024-03-10']
935186,2024-12-25,non sandwich leave,0,['2024-12-25']
586155,2024-12-10,non sandwich leave,0,['2024-12-10']
67453,2024-10-17,non sandwich leave,0,['2024-10-17']
934720,2024-05-18,non sandwich leave,0,['2024-05-18']
448167,2024-09-23,sandwich leave,Monday extending weekend,"['2024-09-22', '2024-09-23']"
509887,2024-08-15,non sandwich leave,0,['2024-08-15']
613439,2024-02-10,non sandwich leave,0,['2024-02-10']
388059,2024-02-21,non sandwich leave,0,['2024-02-21']
793907,2024-10-08,non sandwich leave,0,['2024-10-08']
872600,2024-12-31,non sandwich leave,0,['2024-12-31']
162177,2024-01-27,non sandwich leave,0,['2024-01-27']
63098,2024-03-29,sandwich leave,Friday extending weekend,"['2024-03-29', '2024-03-30']"
594894,2024-02-27,non sandwich leave,0,['2024-02-27']
228120,2024-11-30,non sandwich leave,0,['2024-11-30']
293057,2024-05-24,sandwich leave,Friday extending weekend,"['2024-05-24', '2024-05-25']"
919803,2024-03-20,non sandwich leave,0,['2024-03-20']
261902,2024-01-27,non sandwich leave,0,['2024-01-27']
436534,2024-09-20,sandwich leave,Friday extending weekend,"['2024-09-20', '2024-09-21']"
794737,2024-05-06,sandwich leave,Monday extending weekend,"['2024-05-05', '2024-05-06']"
126808,2024-03-13,non sandwich leave,0,['2024-03-13']
534019,2024-07-11,non sandwich leave,0,['2024-07-11']
414505,2024-03-04,sandwich leave,Monday extending weekend,"['2024-03-03', '2024-03-04']"
615981,2024-02-15,non sandwich leave,0,['2024-02-15']
681796,2024-09-12,non sandwich leave,0,['2024-09-12']
269159,2024-02-17,non sandwich leave,0,['2024-02-17']
368473,2024-07-17,non sandwich leave,0,['2024-07-17']
433165,2024-12-04,non sandwich leave,0,['2024-12-04']
211937,2024-01-09,non sandwich leave,0,['2024-01-09']
261294,2024-08-15,non sandwich leave,0,['2024-08-15']
696193,2024-11-29,sandwich leave,Friday after Thursday holiday,"['2024-11-28', '2024-11-29']"
311907,2024-07-05,sandwich leave,Friday after Thursday holiday,"['2024-07-04', '2024-07-05']"
850376,2024-02-04,non sandwich leave,0,['2024-02-04']
417633,2024-08-28,non sandwich leave,0,['2024-08-28']
878534,2024-10-13,non sandwich leave,0,['2024-10-13']
887775,2024-05-22,non sandwich leave,0,['2024-05-22']
76052,2024-08-02,sandwich leave,Friday extending weekend,"['2024-08-02', '2024-08-03']"
487777,2024-07-29,sandwich leave,Monday extending weekend,"['2024-07-28', '2024-07-29']"
269179,2024-08-06,non sandwich leave,0,['2024-08-06']
252374,2024-07-24,non sandwich leave,0,['2024-07-24']
685986,2024-04-05,sandwich leave,Friday extending weekend,"['2024-04-05', '2024-04-06']"
158086,2024-07-05,sandwich leave,Friday after Thursday holiday,"['2024-07-04', '2024-07-05']"
612053,2024-09-03,sandwich leave,Tuesday after Monday holiday,"['2024-09-02', '2024-09-03']"
197269,2024-12-07,non sandwich leave,0,['2024-12-07']
933161,2024-09-05,non sandwich leave,0,['2024-09-05']
515562,2024-09-21,non sandwich leave,0,['2024-09-21']
525508,2024-08-30,sandwich leave,Friday extending weekend,"['2024-08-30', '2024-08-31']"
187765,2024-03-22,sandwich leave,Friday extending weekend,"['2024-03-22', '2024-03-23']"
360566,2024-11-07,non sandwich leave,0,['2024-11-07']
764018,2024-03-14,non sandwich leave,0,['2024-03-14']
375768,2024-03-21,non sandwich leave,0,['2024-03-21']
772295,2024-02-12,sandwich leave,Monday extending weekend,"['2024-02-11', '2024-02-12']"
68336,2024-07-24,non sandwich leave,0,['2024-07-24']
295596,2024-12-10,non sandwich leave,0,['2024-12-10']
241530,2024-10-29,non sandwich leave,0,['2024-10-29']
86571,2024-12-20,sandwich leave,Friday extending weekend,"['2024-12-20', '2024-12-21']"
629058,2024-07-11,non sandwich leave,0,['2024-07-11']
987218,2024-06-01,non sandwich leave,0,['2024-06-01']
205360,2024-11-20,non sandwich leave,0,['2024-11-20']
31614,2024-07-24,non sandwich leave,0,['2024-07-24']
509182,2024-05-29,non sandwich leave,0,['2024-05-29']
91696,2024-04-19,sandwich leave,Friday extending weekend,"['2024-04-19', '2024-04-20']"
636133,2024-08-14,non sandwich leave,0,['2024-08-14']
630765,2024-07-09,non sandwich leave,0,['2024-07-09']
99067,2024-08-25,non sandwich leave,0,['2024-08-25']
299298,2024-09-16,sandwich leave,Monday extending weekend,"['2024-09-15', '2024-09-16']"
235518,2024-04-26,sandwich leave,Friday extending weekend,"['2024-04-26', '2024-04-27']"
45718,2024-07-15,sandwich leave,Monday extending weekend,"['2024-07-14', '2024-07-15']"
543677,2024-07-28,non sandwich leave,0,['2024-07-28']
165071,2024-11-05,non sandwich leave,0,['2024-11-05']
667860,2024-07-30,non sandwich leave,0,['2024-07-30']
455613,2024-06-22,non sandwich leave,0,['2024-06-22']
976787,2024-05-24,sandwich leave,Friday extending weekend,"['2024-05-24', '2024-05-25']"
478072,2024-02-19,sandwich leave,Monday extending weekend,"['2024-02-18', '2024-02-19']"
677996,2024-05-01,non sandwich leave,0,['2024-05-01']
96310,2024-11-13,non sandwich leave,0,['2024-11-13']
942297,2024-04-08,sandwich leave,Monday extending weekend,"['2024-04-07', '2024-04-08']"
588524,2024-07-04,non sandwich leave,0,['2024-07-04']
424171,2024-11-15,sandwich leave,Friday extending weekend,"['2024-11-15', '2024-11-16']"
864816,2024-09-28,non sandwich leave,0,['2024-09-28']
367971,2024-08-20,non sandwich leave,0,['2024-08-20']
924091,2024-05-04,non sandwich leave,0,['2024-05-04']
120036,2024-11-29,sandwich leave,Friday after Thursday holiday,"['2024-11-28', '2024-11-29']"
397577,2024-01-12,sandwich leave,Friday extending weekend,"['2024-01-12', '2024-01-13']"
697720,2024-01-17,non sandwich leave,0,['2024-01-17']
296473,2024-11-10,non sandwich leave,0,['2024-11-10']
609061,2024-06-20,non sandwich leave,0,['2024-06-20']
570898,2024-07-11,non sandwich leave,0,['2024-07-11']
625724,2024-02-09,sandwich leave,Friday extending weekend,"['2024-02-09', '2024-02-10']"
684853,2024-03-20,non sandwich leave,0,['2024-03-20']
729173,2024-11-18,sandwich leave,Monday extending weekend,"['2024-11-17', '2024-11-18']"
824177,2024-12-30,sandwich leave,Monday extending weekend,"['2024-12-29', '2024-12-30']"
921012,2024-09-23,sandwich leave,Monday extending weekend,"['2024-09-22', '2024-09-23']"
189245,2024-02-06,non sandwich leave,0,['2024-02-06']
984639,2024-02-23,sandwich leave,Friday extending weekend,"['2024-02-23', '2024-02-24']"
